cfg,seed,instance,pop,iteration,best_su,best_csr,best_placed
MOGWO,1,350,30,435,57.9853,75.0000,68
MOGWO,1,350,30,436,57.9853,75.0000,68
MOGWO,1,350,30,437,57.9853,75.0000,68
MOGWO,1,350,30,438,57.9853,75.0000,68
MOGWO,1,350,30,439,57.9853,75.0000,68
MOGWO,1,350,30,440,57.9853,75.0000,68
MOGWO,1,350,30,441,57.9853,75.0000,68
MOGWO,1,350,30,442,57.9853,75.0000,68
MOGWO,1,350,30,443,57.9853,75.0000,68
MOGWO,1,350,30,444,57.9853,75.0000,68
MOGWO,1,350,30,445,57.9853,75.0000,68
MOGWO,1,350,30,446,57.9853,75.0000,68
MOGWO,1,350,30,447,57.9853,75.0000,68
MOGWO,1,350,30,448,57.9853,75.0000,68
MOGWO,1,350,30,449,57.9853,75.0000,68
MOGWO,1,350,30,450,57.9853,75.0000,68
MOGWO,1,350,30,451,57.9853,75.0000,68
MOGWO,1,350,30,452,57.9853,75.0000,68
MOGWO,1,350,30,453,57.9853,75.0000,68
MOGWO,1,350,30,454,57.9853,75.0000,68
MOGWO,1,350,30,455,57.9853,75.0000,68
MOGWO,1,350,30,456,57.9853,75.0000,68
MOGWO,1,350,30,457,57.9853,75.0000,68
MOGWO,1,350,30,458,57.9853,75.0000,68
MOGWO,1,350,30,459,57.9853,75.0000,68
MOGWO,1,350,30,460,57.9853,75.0000,68
MOGWO,1,350,30,461,57.9853,75.0000,68
MOGWO,1,350,30,462,57.9853,75.0000,68
MOGWO,1,350,30,463,57.9853,75.0000,68
MOGWO,1,350,30,464,57.9853,75.0000,68
MOGWO,1,350,30,465,57.9853,75.0000,68
MOGWO,1,350,30,466,57.9853,75.0000,68
MOGWO,1,350,30,467,57.9853,75.0000,68
MOGWO,1,350,30,468,57.9853,75.0000,68
MOGWO,1,350,30,469,57.9853,75.0000,68
MOGWO,1,350,30,470,57.9853,75.0000,68
MOGWO,1,350,30,471,57.9853,75.0000,68
MOGWO,1,350,30,472,57.9853,75.0000,68
MOGWO,1,350,30,473,57.9853,75.0000,68
MOGWO,1,350,30,474,57.9853,75.0000,68
MOGWO,1,350,30,475,57.9853,75.0000,68
MOGWO,1,350,30,476,57.9853,75.0000,68
MOGWO,1,350,30,477,57.9853,75.0000,68
MOGWO,1,350,30,478,57.9853,75.0000,68
MOGWO,1,350,30,479,57.9853,75.0000,68
MOGWO,1,350,30,480,57.9853,75.0000,68
MOGWO,1,350,30,481,57.9853,75.0000,68
MOGWO,1,350,30,482,57.9853,75.0000,68
MOGWO,1,350,30,483,57.9853,75.0000,68
MOGWO,1,350,30,484,57.9853,75.0000,68
MOGWO,1,350,30,485,57.9853,75.0000,68
MOGWO,1,350,30,486,57.9853,75.0000,68
MOGWO,1,350,30,487,57.9853,75.0000,68
MOGWO,1,350,30,488,57.9853,75.0000,68
MOGWO,1,350,30,489,57.9853,75.0000,68
MOGWO,1,350,30,490,57.9853,75.0000,68
MOGWO,1,350,30,491,57.9853,75.0000,68
MOGWO,1,350,30,492,57.9853,75.0000,68
MOGWO,1,350,30,493,57.9853,75.0000,68
MOGWO,1,350,30,494,57.9853,75.0000,68
MOGWO,1,350,30,495,57.9853,75.0000,68
MOGWO,1,350,30,496,57.9853,75.0000,68
MOGWO,1,350,30,497,57.9853,75.0000,68
MOGWO,1,350,30,498,57.9853,75.0000,68
MOGWO,1,350,30,499,57.9853,75.0000,68
MOGWO,1,350,30,500,57.9853,75.0000,68
